season,slot,team,teamId,plateAppearances,ops,rel_ops_team
2013,4,Minnesota Twins,142,714,0.75,1.0834064867190272
2013,4,Los Angeles Angels,108,722,0.749,1.0071557345867521
2013,4,Philadelphia Phillies,143,685,0.718,1.0410197338126754
2013,4,Houston Astros,117,686,0.731,1.0836149719715689
2013,4,New York Yankees,147,688,0.687,1.006106535126386
2013,4,Chicago White Sox,145,696,0.679,0.9977490526144744
2013,5,Detroit Tigers,116,709,0.781,0.9995440069368646
2013,5,St. Louis Cardinals,138,692,0.766,1.0463459849741437
2013,5,Baltimore Orioles,110,679,0.943,1.2681025733513362
2013,5,Colorado Rockies,115,685,0.803,1.0841247097969309
2013,5,Washington Nationals,120,671,0.798,1.124621048274628
2013,5,Philadelphia Phillies,143,669,0.812,1.1773092254260342
2013,5,Oakland Athletics,133,690,0.805,1.0794499264960438
2013,5,San Francisco Giants,137,689,0.768,1.0975361053258614
2013,5,Kansas City Royals,118,678,0.72,1.0381162762356286
2013,5,Los Angeles Dodgers,119,681,0.778,1.0784602557728455
2013,5,Boston Red Sox,111,710,0.819,1.0293801789204704
2013,5,Arizona Diamondbacks,109,710,0.697,0.9753698455752083
2013,5,Cleveland Indians,114,683,0.787,1.0680454668127752
2013,5,Tampa Bay Rays,139,697,0.743,1.008382667442445
2013,5,Los Angeles Angels,108,702,0.738,0.9923643953605114
2013,5,Cincinnati Reds,113,709,0.752,1.0467155438387183
2013,5,San Diego Padres,135,690,0.688,1.0037086788996115
2013,5,Pittsburgh Pirates,134,680,0.729,1.027723202283209
2013,5,Texas Rangers,140,690,0.726,0.9882166543312478
2013,5,Atlanta Braves,144,683,0.741,1.0262272581930119
2013,5,Chicago White Sox,145,679,0.722,1.0609349278168636
2013,5,Toronto Blue Jays,141,682,0.718,0.9846581299561588
2013,5,Milwaukee Brewers,158,668,0.698,0.9872549572996053
2013,5,Houston Astros,117,673,0.736,1.0910268390849176
2013,5,Minnesota Twins,142,695,0.666,0.9620649602064962
2013,5,New York Mets,121,692,0.712,1.0604553394889906
2013,5,Seattle Mariners,136,694,0.69,0.9928974172935203
2013,5,Miami Marlins,146,674,0.612,0.9757679416771861
2013,5,Chicago Cubs,112,677,0.655,0.9467816161375019
2013,5,New York Yankees,147,672,0.613,0.8977340699162657
2013,6,Los Angeles Angels,108,676,0.816,1.0972484371465816
2013,6,Toronto Blue Jays,141,667,0.808,1.1080832437389643
2013,6,Boston Red Sox,111,694,0.81,1.0180683088224434
2013,6,St. Louis Cardinals,138,676,0.734,1.0026344033564247
2013,6,Arizona Diamondbacks,109,689,0.747,1.0453389880124544
2013,6,Detroit Tigers,116,693,0.753,0.9637088824884239
2013,6,Seattle Mariners,136,675,0.782,1.1252837395993232
2013,6,Kansas City Royals,118,663,0.71,1.0236979946212448
2013,6,San Francisco Giants,137,673,0.713,1.0189365144496603
2013,6,Oakland Athletics,133,672,0.742,0.9949712365963533
2013,6,New York Yankees,147,659,0.724,1.060292767731446
2013,6,Minnesota Twins,142,670,0.739,1.0675165249138148
2013,6,Los Angeles Dodgers,119,667,0.682,0.9453854684281242
2013,6,Colorado Rockies,115,663,0.693,0.9356144755781731
2013,6,Atlanta Braves,144,662,0.776,1.074699530847203
2013,6,Washington Nationals,120,660,0.716,1.009058484416834
2013,6,Pittsburgh Pirates,134,661,0.742,1.046050227838328
2013,6,Chicago White Sox,145,658,0.648,0.9521964449104262
2013,6,Chicago Cubs,112,665,0.703,1.016164085717044
2013,6,Cleveland Indians,114,666,0.724,0.9825475450729977
2013,6,Philadelphia Phillies,143,653,0.727,1.0540687276905503
2013,6,Baltimore Orioles,110,666,0.683,0.9184666570508618
2013,6,Texas Rangers,140,672,0.73,0.9936613741898221
2013,6,Cincinnati Reds,113,682,0.699,0.9729443685415746
2013,6,Houston Astros,117,650,0.727,1.07768547828089
2013,6,Miami Marlins,146,657,0.643,1.025194095585671
2013,6,Milwaukee Brewers,158,657,0.73,1.0325159295540285
2013,6,Tampa Bay Rays,139,679,0.661,0.8970941361769262
2013,6,San Diego Padres,135,667,0.595,0.868032941780914
2013,6,New York Mets,121,681,0.635,0.9457712648532431
2013,7,New York Mets,121,660,0.793,1.1810970283915303
2013,7,Chicago White Sox,145,640,0.754,1.1079569744791071
2013,7,Detroit Tigers,116,673,0.726,0.9291535839131417
2013,7,Baltimore Orioles,110,646,0.759,1.020667924892539
2013,7,Arizona Diamondbacks,109,672,0.68,0.9515803371465449
2013,7,San Diego Padres,135,645,0.762,1.1116657170370698
2013,7,San Francisco Giants,137,656,0.639,0.9131843376344081
2013,7,Milwaukee Brewers,158,644,0.747,1.0565608210641908
2013,7,Chicago Cubs,112,644,0.774,1.1187923219701166
2013,7,Tampa Bay Rays,139,661,0.727,0.9866678320735633
2013,7,St. Louis Cardinals,138,648,0.667,0.9111132793443262
2013,7,Texas Rangers,140,650,0.75,1.0208849734826941
2013,7,Atlanta Braves,144,643,0.707,0.9791399076146551
2013,7,Boston Red Sox,111,679,0.75,0.9426558415022623
2013,7,Oakland Athletics,133,649,0.79,1.0593359527104032
2013,7,Toronto Blue Jays,141,652,0.681,0.9339166942898944
2013,7,Seattle Mariners,136,660,0.717,1.0317499249267452
2013,7,Cincinnati Reds,113,657,0.662,0.9214437367303612
2013,7,Minnesota Twins,142,648,0.722,1.04295931121485
2013,7,Washington Nationals,120,640,0.673,0.9484586033694544
2013,7,Miami Marlins,146,632,0.602,0.9598240210615457
2013,7,Houston Astros,117,629,0.677,1.003566807147404
2013,7,Philadelphia Phillies,143,642,0.669,0.9699752115886908
2013,7,Colorado Rockies,115,647,0.633,0.8546088932770327
2013,7,Los Angeles Angels,108,656,0.64,0.8605870095267307
2013,7,Kansas City Royals,118,645,0.627,0.9040262572218599
2013,7,Los Angeles Dodgers,119,656,0.626,0.8677585091437034
2013,7,Cleveland Indians,114,651,0.657,0.891621183857679
2013,7,Pittsburgh Pirates,134,640,0.681,0.9600541848489237
2013,7,New York Yankees,147,640,0.603,0.8830891421851684
2013,8,Chicago White Sox,145,618,0.764,1.122651364061058
2013,8,Colorado Rockies,115,631,0.742,1.001769034457438
2013,8,Boston Red Sox,111,653,0.781,0.9816189496176891
2013,8,Atlanta Braves,144,629,0.74,1.024842336117178
2013,8,Los Angeles Dodgers,119,633,0.726,1.0063780792944548
2013,8,Washington Nationals,120,618,0.68,0.958323700284144
2013,8,San Diego Padres,135,628,0.687,1.0022498000058622
2013,8,Detroit Tigers,116,656,0.688,0.880520200733115
2013,8,San Francisco Giants,137,633,0.685,0.9789221772763218
2013,8,Tampa Bay Rays,139,640,0.68,0.9228805031774734
2013,8,Arizona Diamondbacks,109,643,0.663,0.9277908287178812
2013,8,Cleveland Indians,114,632,0.711,0.9649051167774881
2013,8,New York Yankees,147,626,0.639,0.9358108820171188
2013,8,Texas Rangers,140,639,0.681,0.9269635559222863
2013,8,Oakland Athletics,133,633,0.705,0.9453567679251066
2013,8,Kansas City Royals,118,626,0.669,0.9645830400022717
2013,8,Philadelphia Phillies,143,621,0.637,0.9235787889118027
2013,8,Chicago Cubs,112,625,0.664,0.959790829183666
2013,8,Los Angeles Angels,108,635,0.71,0.9547137136937168
2013,8,Milwaukee Brewers,158,625,0.632,0.8939042020248577
2013,8,Minnesota Twins,142,632,0.657,0.9490640823658678
2013,8,Seattle Mariners,136,638,0.65,0.9353381467257802
2013,8,Cincinnati Reds,113,637,0.632,0.879686467694242
2013,8,Houston Astros,117,611,0.617,0.9146244017872203
2013,8,Baltimore Orioles,110,634,0.634,0.8525737343634647
2013,8,St. Louis Cardinals,138,630,0.581,0.7936384037467068
2013,8,Toronto Blue Jays,141,632,0.626,0.8584902358670687
2013,8,Miami Marlins,146,611,0.577,0.919964219522445
2013,8,Pittsburgh Pirates,134,627,0.558,0.7866523276735674
2013,8,New York Mets,121,644,0.513,0.7640640297160846
2013,9,Detroit Tigers,116,639,0.708,0.9061167181962869
2013,9,Los Angeles Angels,108,621,0.655,0.8807570175625136
2013,9,Texas Rangers,140,616,0.752,1.0236073334119813
2013,9,Cleveland Indians,114,617,0.726,0.9852617648107684
2013,9,Tampa Bay Rays,139,615,0.689,0.9350950980724692
2013,9,Boston Red Sox,111,634,0.703,0.8835827421014538
2013,9,Kansas City Royals,118,602,0.617,0.8896079756074762
2013,9,Houston Astros,117,597,0.614,0.9101772815192112
2013,9,Baltimore Orioles,110,612,0.631,0.8485394737907669
2013,9,Minnesota Twins,142,614,0.608,0.878281525233558
2013,9,Toronto Blue Jays,141,615,0.614,0.8420335540293614
2013,9,Oakland Athletics,133,616,0.592,0.7938314987399476
2013,9,Colorado Rockies,115,612,0.543,0.733100519825322
2013,9,New York Yankees,147,597,0.546,0.7996130541179137
2013,9,Seattle Mariners,136,612,0.53,0.7626603350225593
2013,9,Los Angeles Dodgers,119,608,0.52,0.720821764783907
2013,9,Cincinnati Reds,113,619,0.478,0.665332486642164
2013,9,San Diego Padres,135,606,0.473,0.6900497167434829
2013,9,Chicago White Sox,145,603,0.504,0.7405972349303315
2013,9,Philadelphia Phillies,143,599,0.51,0.7394429864129033
2013,9,Milwaukee Brewers,158,605,0.482,0.681743394582249
2013,9,Miami Marlins,146,592,0.458,0.7302315641963255
2013,9,Chicago Cubs,112,595,0.491,0.7097248450740662
2013,9,Atlanta Braves,144,614,0.466,0.6453736873386553
2013,9,New York Mets,121,617,0.44,0.6553375693471291
2013,9,Pittsburgh Pirates,134,614,0.419,0.5906941313534493
2013,9,Washington Nationals,120,600,0.425,0.59895231267759
2013,9,St. Louis Cardinals,138,615,0.416,0.5682505610303443
2013,9,Arizona Diamondbacks,109,625,0.432,0.604533390657805
2013,9,San Francisco Giants,137,613,0.371,0.5301899675467378
2014,1,Philadelphia Phillies,143,760,0.714,1.0744409674060222
2014,1,Houston Astros,117,746,0.777,1.122664106705152
2014,1,Washington Nationals,120,755,0.762,1.0695765629424492
2014,1,Detroit Tigers,116,755,0.774,1.0217656490689515
2014,1,Toronto Blue Jays,141,756,0.73,0.9901735081721741
2014,1,Los Angeles Dodgers,119,760,0.717,0.9726301915858288
2014,1,Pittsburgh Pirates,134,762,0.766,1.0438334449947235
2014,1,Colorado Rockies,115,754,0.746,0.9665905868098633
2014,1,Arizona Diamondbacks,109,746,0.748,1.103503583634534
2014,1,Chicago White Sox,145,740,0.723,1.0208974346462862
2014,1,Kansas City Royals,118,744,0.705,1.0222277431760771
2014,1,Milwaukee Brewers,158,743,0.805,1.1403411453102448
2014,1,Baltimore Orioles,110,750,0.724,0.9866463977598086
2014,1,Miami Marlins,146,764,0.726,1.0475975394122614
2014,1,Boston Red Sox,111,768,0.708,1.0343083298508398
2014,1,Minnesota Twins,142,767,0.758,1.063823118483551
2014,1,San Francisco Giants,137,741,0.705,1.0105224117834057
2014,1,St. Louis Cardinals,138,742,0.738,1.0716210116040814
2014,1,Los Angeles Angels,108,773,0.731,1.0031404259258612
2014,1,New York Yankees,147,744,0.776,1.1294271252115446
2014,1,Texas Rangers,140,739,0.711,1.0304020709598103
2014,1,Oakland Athletics,133,762,0.713,1.0178438151841587
2014,1,Chicago Cubs,112,749,0.676,0.9882553173546362
2014,1,Cincinnati Reds,113,731,0.66,0.9986203251841149
2014,1,Cleveland Indians,114,760,0.653,0.9247946508501103
2014,1,Tampa Bay Rays,139,757,0.681,0.9960834185874377
2014,1,Atlanta Braves,144,735,0.664,0.9998147615663525
2014,1,Seattle Mariners,136,733,0.606,0.8957398432210073
2014,1,San Diego Padres,135,726,0.616,0.9724252110675564
2014,1,New York Mets,121,749,0.641,0.9545845051734646
2014,2,Houston Astros,117,728,0.805,1.1631204709107432
2014,2,Colorado Rockies,115,731,0.81,1.0495152484128543
2014,2,Los Angeles Dodgers,119,745,0.84,1.1394830696403015
2014,2,Baltimore Orioles,110,729,0.855,1.1651694338185585
2014,2,San Francisco Giants,137,723,0.76,1.0893574935537425
2014,2,Los Angeles Angels,108,744,0.93,1.2762251656785921
2014,2,Toronto Blue Jays,141,734,0.777,1.0539244052736703
2014,2,Pittsburgh Pirates,134,732,0.754,1.0274809628277044
2014,2,New York Mets,121,735,0.717,1.0677645713094759
2014,2,Washington Nationals,120,738,0.771,1.0822093569929505
2014,2,Detroit Tigers,116,736,0.709,0.9359584563176829
2014,2,Minnesota Twins,142,743,0.747,1.0483850521203333
2014,2,Arizona Diamondbacks,109,731,0.717,1.0577701463448672
2014,2,New York Yankees,147,723,0.661,0.962050682686638
2014,2,Milwaukee Brewers,158,727,0.726,1.0284318900561957
2014,2,Boston Red Sox,111,747,0.668,0.9758728309892105
2014,2,Tampa Bay Rays,139,738,0.732,1.0706799741644704
2014,2,Cincinnati Reds,113,716,0.731,1.1060476631963454
2014,2,Texas Rangers,140,726,0.621,0.8999714290661633
2014,2,Kansas City Royals,118,730,0.623,0.9033303319130441
2014,2,Miami Marlins,146,739,0.657,0.9480324840135754
2014,2,St. Louis Cardinals,138,727,0.679,0.9859494131154083
2014,2,Chicago Cubs,112,731,0.705,1.03065088570269
2014,2,Philadelphia Phillies,143,743,0.7,1.0533734974568847
2014,2,Cleveland Indians,114,742,0.642,0.9092161804682555
2014,2,Chicago White Sox,145,726,0.634,0.8952267960798692
2014,2,Atlanta Braves,144,718,0.629,0.9471136822669213
2014,2,San Diego Padres,135,711,0.598,0.9440101886662317
2014,2,Seattle Mariners,136,716,0.608,0.8986960803273473
2014,2,Oakland Athletics,133,746,0.627,0.8950744349515674
2014,3,Cleveland Indians,114,724,0.875,1.2391965076475444
2014,3,Chicago White Sox,145,712,0.889,1.2552943560173562
2014,3,Seattle Mariners,136,699,0.836,1.2357071104501025
2014,3,Detroit Tigers,116,725,0.88,1.1616973787864049
2014,3,Pittsburgh Pirates,134,720,0.935,1.2741309021802436
2014,3,San Francisco Giants,137,709,0.845,1.2111935290169897
2014,3,Colorado Rockies,115,719,0.912,1.181676427842621
2014,3,Toronto Blue Jays,141,720,0.902,1.2234746635223304
2014,3,Los Angeles Dodgers,119,728,0.85,1.1530483442788764
2014,3,Atlanta Braves,144,711,0.847,1.2753661190462358
2014,3,Milwaukee Brewers,158,715,0.809,1.146007436715513
2014,3,Baltimore Orioles,110,711,0.809,1.1024819555078524
2014,3,St. Louis Cardinals,138,712,0.852,1.237155964616094
2014,3,Chicago Cubs,112,715,0.878,1.2835623796410807
2014,3,Boston Red Sox,111,726,0.84,1.2271454760942166
2014,3,Arizona Diamondbacks,109,710,0.855,1.261357705892415
2014,3,Washington Nationals,120,721,0.811,1.1383551083285124
2014,3,Miami Marlins,146,723,0.882,1.272701142922334
2014,3,Los Angeles Angels,108,729,0.783,1.0744992523939114
2014,3,Oakland Athletics,133,728,0.806,1.1506060519473098
2014,3,Philadelphia Phillies,143,727,0.736,1.1075469916118101
2014,3,Minnesota Twins,142,732,0.72,1.0104916165015259
2014,3,New York Yankees,147,710,0.711,1.0348230490018147
2014,3,Cincinnati Reds,113,698,0.696,1.053090524739612
2014,3,New York Mets,121,715,0.659,0.9813903103109409
2014,3,Tampa Bay Rays,139,722,0.712,1.0414264229577908
2014,3,San Diego Padres,135,698,0.696,1.0987141995178884
2014,3,Houston Astros,117,717,0.745,1.0764282618987622
2014,3,Kansas City Royals,118,713,0.631,0.91493007935334
2014,3,Texas Rangers,140,700,0.593,0.8593930071436955
2014,4,Detroit Tigers,116,702,0.994,1.3121899937655528
2014,4,Texas Rangers,140,679,0.888,1.2869156666839825
2014,4,Colorado Rockies,115,702,0.894,1.1583538667667799
2014,4,Miami Marlins,146,705,0.726,1.0475975394122614
2014,4,Chicago Cubs,112,698,0.799,1.1680710037963822
2014,4,San Francisco Giants,137,695,0.753,1.0793239376920631
2014,4,Milwaukee Brewers,158,697,0.726,1.0284318900561957
2014,4,Los Angeles Dodgers,119,714,0.798,1.0825089161582864
2014,4,Toronto Blue Jays,141,703,0.826,1.120388106507145
2014,4,Kansas City Royals,118,694,0.71,1.029477585326262
2014,4,Arizona Diamondbacks,109,694,0.731,1.078423956733749
2014,4,St. Louis Cardinals,138,697,0.7,1.0164426939334106
2014,4,Tampa Bay Rays,139,704,0.7,1.0238742922337831
2014,4,Atlanta Braves,144,696,0.763,1.148883528727601
2014,4,Washington Nationals,120,708,0.752,1.0555401251085588
2014,4,Boston Red Sox,111,714,0.763,1.1146571407855803
2014,4,Baltimore Orioles,110,698,0.762,1.0384317059295223
2014,4,Los Angeles Angels,108,713,0.715,0.9811838639356918
2014,4,Chicago White Sox,145,696,0.769,1.0858507983997152
2014,4,Oakland Athletics,133,713,0.777,1.1092070748921337
2014,4,Minnesota Twins,142,713,0.696,0.9768085626181418
2014,4,New York Mets,121,701,0.753,1.1213761815844288
2014,4,Cleveland Indians,114,712,0.766,1.0848280284091645
2014,4,Philadelphia Phillies,143,710,0.701,1.054878316738966
2014,4,Cincinnati Reds,113,676,0.699,1.0576297080359034
2014,4,Houston Astros,117,694,0.658,0.95072455883139
2014,4,Pittsburgh Pirates,134,708,0.698,0.9511693793816148
2014,4,San Diego Padres,135,681,0.675,1.0655633400496762
2014,4,New York Yankees,147,697,0.688,1.0013477604968333
2014,4,Seattle Mariners,136,685,0.647,0.9563427039009765
2014,5,Detroit Tigers,116,695,0.809,1.0679695220888654
2014,5,Kansas City Royals,118,673,0.814,1.180274302050109
2014,5,Colorado Rockies,115,688,0.84,1.0883861835392563
2014,5,Pittsburgh Pirates,134,695,0.827,1.1269585626770708
2014,5,St. Louis Cardinals,138,682,0.773,1.122443146300752
2014,5,Los Angeles Dodgers,119,691,0.777,1.054021839417279
2014,5,New York Mets,121,687,0.795,1.1839230602385402
2014,5,Washington Nationals,120,698,0.785,1.1018603699603973
2014,5,Texas Rangers,140,671,0.728,1.0550389699841658
2014,5,Los Angeles Angels,108,699,0.705,0.9674610126918359
2014,5,Atlanta Braves,144,683,0.748,1.1262973518849875
2014,5,Tampa Bay Rays,139,696,0.704,1.029725002475119
2014,5,Miami Marlins,146,684,0.758,1.0937726375681738
2014,5,Toronto Blue Jays,141,690,0.751,1.018657951557949
2014,5,Milwaukee Brewers,158,679,0.735,1.0411810457180495
2014,5,Oakland Athletics,133,696,0.754,1.0763734034345802
2014,5,Philadelphia Phillies,143,690,0.76,1.1436626543817605
2014,5,San Francisco Giants,137,681,0.695,0.9961887605524354
2014,5,Boston Red Sox,111,694,0.684,0.9992470305338623
2014,5,Cleveland Indians,114,696,0.67,0.9488704687129769
2014,5,Arizona Diamondbacks,109,680,0.665,0.9810559934718784
2014,5,Baltimore Orioles,110,684,0.759,1.0343433921266503
2014,5,New York Yankees,147,681,0.684,0.9955259711916193
2014,5,Cincinnati Reds,113,663,0.694,1.0500644025420844
2014,5,Seattle Mariners,136,669,0.675,0.997730023389736
2014,5,Chicago White Sox,145,683,0.678,0.9573561005396709
2014,5,Chicago Cubs,112,679,0.668,0.9765599881551731
2014,5,San Diego Padres,135,657,0.667,1.052934441204643
2014,5,Minnesota Twins,142,693,0.679,0.952949732784078
2014,5,Houston Astros,117,672,0.654,0.9449450782305913
2014,6,Los Angeles Dodgers,119,676,0.809,1.097430718260719
2014,6,Colorado Rockies,115,670,0.805,1.0430367592251206
2014,6,Chicago White Sox,145,660,0.749,1.0576102054634418
2014,6,Pittsburgh Pirates,134,680,0.799,1.0888027709540262
2014,6,Kansas City Royals,118,659,0.743,1.0773265435174828
2014,6,New York Mets,121,665,0.785,1.1690309462732758
2014,6,Tampa Bay Rays,139,674,0.698,1.020948937113115
2014,6,Washington Nationals,120,677,0.728,1.0218526743072218
2014,6,San Francisco Giants,137,664,0.69,0.9890219349369502
2014,6,Texas Rangers,140,652,0.7,1.0144605480616977
2014,6,Philadelphia Phillies,143,672,0.685,1.030801208225666
2014,6,St. Louis Cardinals,138,664,0.628,0.9118943025574026
2014,6,Los Angeles Angels,108,681,0.666,0.9139418928407983
2014,6,Baltimore Orioles,110,663,0.637,0.8680852974765167
2014,6,Miami Marlins,146,669,0.7,1.0100802721605826
2014,6,Oakland Athletics,133,675,0.659,0.9407560648055548
2014,6,Cincinnati Reds,113,645,0.652,0.9865158363940044
2014,6,Milwaukee Brewers,158,657,0.706,1.0001004330298542
2014,6,Minnesota Twins,142,672,0.691,0.9697912597257701
2014,6,Seattle Mariners,136,652,0.697,1.0302486315594754
2014,6,Arizona Diamondbacks,109,659,0.618,0.9117182014520614
2014,6,Cleveland Indians,114,678,0.661,0.9361244474914593
2014,6,Atlanta Braves,144,663,0.621,0.9350677212841941
2014,6,Detroit Tigers,116,681,0.646,0.8527914848818381
2014,6,Boston Red Sox,111,667,0.644,0.9408115316722329
2014,6,New York Yankees,147,662,0.666,0.9693279193181557
2014,6,Houston Astros,117,650,0.646,0.9333861170289938
2014,6,Chicago Cubs,112,662,0.64,0.935626335957052
2014,6,San Diego Padres,135,637,0.565,0.8919159809304696
2014,6,Toronto Blue Jays,141,666,0.626,0.849107693309289
2014,7,Minnesota Twins,142,658,0.777,1.0904888694745636
2014,7,Los Angeles Dodgers,119,659,0.721,0.9780563014412588
2014,7,Oakland Athletics,133,661,0.759,1.0835111580992658
2014,7,Atlanta Braves,144,644,0.677,1.0193894481632841
2014,7,Colorado Rockies,115,648,0.728,0.943268025734022
2014,7,Pittsburgh Pirates,134,659,0.73,0.9947759984936659
2014,7,Miami Marlins,146,652,0.71,1.0245099903343051
2014,7,Baltimore Orioles,110,651,0.71,0.967567600013072
2014,7,Tampa Bay Rays,139,655,0.72,1.0531278434404627
2014,7,San Diego Padres,135,615,0.732,1.1555442443205377
2014,7,Cincinnati Reds,113,634,0.689,1.0424990970482653
2014,7,Los Angeles Angels,108,665,0.701,0.9619718721942936
2014,7,Chicago Cubs,112,643,0.714,1.0438081310520861
2014,7,Toronto Blue Jays,141,647,0.739,1.0023811267660776
2014,7,Detroit Tigers,116,654,0.694,0.9161567964520055
2014,7,Washington Nationals,120,660,0.714,1.0022016613397753
2014,7,Kansas City Royals,118,638,0.657,0.9526292585343018
2014,7,Seattle Mariners,136,628,0.686,1.013989327474606
2014,7,Cleveland Indians,114,659,0.71,1.0055194519197217
2014,7,Arizona Diamondbacks,109,639,0.657,0.9692538161068032
2014,7,New York Yankees,147,643,0.68,0.9897041818864052
2014,7,San Francisco Giants,137,649,0.68,0.97468828370598
2014,7,St. Louis Cardinals,138,640,0.653,0.9481958273407387
2014,7,New York Mets,121,648,0.655,0.975433464724835
2014,7,Milwaukee Brewers,158,642,0.711,1.0071832972864396
2014,7,Houston Astros,117,636,0.657,0.9492796886811903
2014,7,Philadelphia Phillies,143,654,0.569,0.8562421715042391
2014,7,Texas Rangers,140,639,0.596,0.863740695206817
2014,7,Boston Red Sox,111,653,0.561,0.819557871534352
2014,7,Chicago White Sox,145,641,0.554,0.7822644243347754
2014,8,Kansas City Royals,118,614,0.738,1.0700767013672978
2014,8,Chicago White Sox,145,620,0.765,1.0802026798124604
2014,8,Texas Rangers,140,623,0.751,1.0883712451347645
2014,8,Cleveland Indians,114,637,0.715,1.0126005748205649
2014,8,New York Yankees,147,619,0.672,0.9780606032759769
2014,8,Seattle Mariners,136,607,0.746,1.1026764406648044
2014,8,Los Angeles Angels,108,649,0.709,0.9729501531893783
2014,8,Miami Marlins,146,633,0.658,0.9494754558309477
2014,8,Pittsburgh Pirates,134,643,0.672,0.9157390013530734
2014,8,Milwaukee Brewers,158,614,0.687,0.97318554885483
2014,8,San Diego Padres,135,602,0.671,1.0592488906271598
2014,8,Colorado Rockies,115,638,0.627,0.812402544141802
2014,8,St. Louis Cardinals,138,621,0.625,0.9075381195834022
2014,8,Washington Nationals,120,638,0.648,0.9095611716360985
2014,8,Detroit Tigers,116,638,0.638,0.8422305996201436
2014,8,Oakland Athletics,133,638,0.651,0.9293356573420579
2014,8,Toronto Blue Jays,141,634,0.648,0.8789485387610533
2014,8,San Francisco Giants,137,625,0.662,0.9488877114902335
2014,8,Minnesota Twins,142,635,0.631,0.8855836250173096
2014,8,Cincinnati Reds,113,620,0.614,0.9290195146409795
2014,8,Atlanta Braves,144,619,0.625,0.9410907017755576
2014,8,Boston Red Sox,111,635,0.636,0.929124431899907
2014,8,Baltimore Orioles,110,630,0.665,0.9062428929699899
2014,8,Arizona Diamondbacks,109,625,0.575,0.8482814981147819
2014,8,Tampa Bay Rays,139,639,0.613,0.8966213444847272
2014,8,New York Mets,121,633,0.625,0.9307571228290411
2014,8,Philadelphia Phillies,143,633,0.59,0.8878433764279456
2014,8,Houston Astros,117,617,0.627,0.9059335841751999
2014,8,Chicago Cubs,112,623,0.553,0.8084396309128903
2014,8,Los Angeles Dodgers,119,638,0.548,0.743377050193911
2014,9,Minnesota Twins,142,620,0.701,0.9838258655105134
2014,9,Cleveland Indians,114,614,0.658,0.9318757737509534
2014,9,Detroit Tigers,116,616,0.638,0.8422305996201436
2014,9,Texas Rangers,140,597,0.62,0.8985221997117895
2014,9,Baltimore Orioles,110,614,0.655,0.8926151802937495
2014,9,Kansas City Royals,118,593,0.584,0.8467815631416015
2014,9,Boston Red Sox,111,622,0.627,0.9159764446560404
2014,9,New York Yankees,147,603,0.629,0.9154763682449247
2014,9,Houston Astros,117,595,0.622,0.8987092334242015
2014,9,Toronto Blue Jays,141,617,0.6,0.8138412395935678
2014,9,Los Angeles Angels,108,632,0.585,0.8027867977655659
2014,9,Seattle Mariners,136,588,0.59,0.8720899463702877
2014,9,Chicago White Sox,145,599,0.59,0.8330974916200675
2014,9,Oakland Athletics,133,626,0.537,0.7665948509872276
2014,9,Tampa Bay Rays,139,620,0.574,0.8395769196317021
2014,9,Colorado Rockies,115,614,0.538,0.6970854366001428
2014,9,St. Louis Cardinals,138,601,0.508,0.7376469835973893
2014,9,Los Angeles Dodgers,119,620,0.525,0.7121769185251885
2014,9,Arizona Diamondbacks,109,605,0.483,0.7125564584164169
2014,9,Chicago Cubs,112,602,0.475,0.6944101712181245
2014,9,Philadelphia Phillies,143,609,0.481,0.7238180746810878
2014,9,Cincinnati Reds,113,595,0.485,0.733834632900448
2014,9,San Francisco Giants,137,600,0.443,0.634980749531984
2014,9,San Diego Padres,135,578,0.468,0.7387905824344423
2014,9,Miami Marlins,146,616,0.374,0.5396714596972256
2014,9,Milwaukee Brewers,158,591,0.389,0.5510468391623419
2014,9,Pittsburgh Pirates,134,625,0.373,0.5082896540248458
2014,9,Washington Nationals,120,621,0.389,0.546017431738337
2014,9,Atlanta Braves,144,595,0.351,0.5285165381171532
2014,9,New York Mets,121,612,0.379,0.5644111192835305
2015,1,Miami Marlins,146,732,0.742,1.072102460184307
2015,1,Houston Astros,117,750,0.82,1.0910555251137148
2015,1,Arizona Diamondbacks,109,763,0.764,1.0338885727598965
2015,1,Boston Red Sox,111,764,0.823,1.1123296606377249
2015,1,Philadelphia Phillies,143,746,0.703,1.028437527491809
2015,1,San Francisco Giants,137,748,0.745,1.0183736626026374
2015,1,Cleveland Indians,114,751,0.805,1.108875431971993
2015,1,Colorado Rockies,115,745,0.8,1.0709020599121282
2015,1,Chicago White Sox,145,743,0.776,1.1301067578432118
2015,1,Baltimore Orioles,110,735,0.813,1.1159176855810382
2015,1,Milwaukee Brewers,158,734,0.719,1.0277243763901696
2015,1,Washington Nationals,120,751,0.755,1.0430588542452444
2015,1,Toronto Blue Jays,141,763,0.708,0.8870639324487334
2015,1,St. Louis Cardinals,138,744,0.82,1.147141148371698
2015,1,Detroit Tigers,116,754,0.725,0.968375855029725
2015,1,Pittsburgh Pirates,134,766,0.706,0.9825128952866192
2015,1,New York Yankees,147,767,0.714,0.9590298253031527
2015,1,Tampa Bay Rays,139,745,0.743,1.0313196767638337
2015,1,Chicago Cubs,112,756,0.757,1.050775230504945
2015,1,New York Mets,121,753,0.794,1.1160559783574626
2015,1,Atlanta Braves,144,746,0.69,1.0262408118706405
2015,1,Oakland Athletics,133,759,0.645,0.911713922626421
